galaxy,r_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms,D_Mpc,D_err_Mpc,i_deg,i_err_deg,L36_tot,M_HI,L36_disk,L36_bulge
NGC2915,9.37,86.1,5.54,17.3,0.0,19.59,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,9.7,85.3,5.23,16.98,0.0,19.9,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2915,10.04,86.5,6.45,16.69,0.0,19.9,4.06,0.2,56.0,4.0,0.641,0.508,,
NGC2955,0.75,169.0,4.27,53.73,163.04,0.0,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,1.55,203.0,4.92,99.45,214.33,0.16,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,2.3,232.0,5.49,134.15,231.92,0.0,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,3.06,256.0,4.38,162.98,250.27,1.12,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,3.85,248.0,3.47,187.48,252.3,10.81,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,4.61,253.0,5.68,206.85,245.12,18.83,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,5.36,269.0,8.42,220.81,233.77,25.11,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,6.12,268.0,4.67,232.37,221.48,29.26,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,6.91,260.0,5.58,243.48,209.61,31.48,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,7.66,245.0,8.47,254.23,199.62,32.44,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,8.42,247.0,6.0,258.51,190.58,32.35,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,8.86,267.0,10.3,258.41,185.85,32.44,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,9.21,255.0,7.27,257.39,182.29,32.44,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,10.82,253.0,11.2,252.03,168.18,33.51,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,11.56,271.0,11.3,249.34,162.76,34.86,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,12.4,276.0,8.71,246.01,157.16,37.47,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,14.17,275.0,10.1,245.22,146.96,44.03,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,16.88,275.0,10.0,236.05,134.67,57.16,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,19.49,276.0,11.7,232.49,125.34,67.4,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,22.19,267.0,15.7,219.85,117.47,77.25,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,24.8,257.0,15.1,209.2,111.12,79.95,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,27.51,254.0,13.6,199.59,105.5,78.21,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,30.12,248.0,11.6,191.82,100.83,75.51,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2955,35.43,227.0,11.2,176.46,92.96,77.83,97.9,9.8,56.0,7.0,319.422,28.949,,
NGC2976,0.11,6.8,3.62,11.98,0.0,1.06,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.17,9.5,4.31,15.44,0.0,1.76,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.24,14.0,3.11,19.52,0.0,2.47,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.31,19.8,5.5,23.11,0.0,2.93,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.38,26.1,3.9,26.27,0.0,3.29,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.45,28.7,3.5,29.18,0.0,3.99,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.52,28.7,2.7,32.19,0.0,4.46,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.59,31.7,2.5,35.22,0.0,4.93,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.66,35.5,2.3,38.01,0.0,5.88,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.73,39.4,2.1,40.66,0.0,6.93,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.8,42.9,2.3,43.36,0.0,7.52,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.87,46.0,2.6,45.92,0.0,8.45,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,0.94,49.1,3.1,48.76,0.0,9.28,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.01,49.2,3.2,52.24,0.0,10.11,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.08,51.4,3.2,55.81,0.0,11.31,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.14,57.2,3.1,58.54,0.0,13.04,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.21,63.8,2.9,61.95,0.0,15.48,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.29,67.8,2.8,66.07,0.0,17.62,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.35,69.8,3.3,68.88,0.0,19.66,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.42,71.7,3.9,71.85,0.0,21.7,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.49,74.1,4.4,74.58,0.0,23.73,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.56,76.7,4.8,76.94,0.0,25.98,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.63,79.9,4.4,78.73,0.0,27.71,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.74,83.6,3.35,80.17,0.0,30.15,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,1.93,83.9,3.95,78.52,0.0,29.44,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,2.1,88.7,4.44,75.56,0.0,29.75,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2976,2.27,85.3,5.36,73.66,0.0,29.85,3.58,0.18,61.0,10.0,3.371,0.172,,
NGC2998,0.33,90.0,20.0,44.56,0.0,0.0,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,0.99,125.0,15.0,93.23,0.0,0.66,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,1.98,148.0,15.0,132.13,0.0,2.66,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,2.64,180.0,17.0,154.64,0.0,4.03,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,3.63,201.0,15.0,196.69,0.0,6.22,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,7.59,206.0,10.0,221.58,0.0,16.84,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,12.5,214.0,5.0,213.19,0.0,32.06,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,17.48,212.0,5.0,198.92,0.0,44.76,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,22.46,213.0,2.0,175.78,0.0,52.43,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,27.44,214.0,2.0,162.69,0.0,58.37,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,32.32,213.0,2.0,151.18,0.0,63.92,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,37.3,213.0,3.0,139.68,0.0,66.04,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC2998,42.28,203.0,3.0,130.09,0.0,64.42,68.1,10.2,58.0,2.0,150.902,23.451,,
NGC3109,0.26,6.1,1.6,2.78,0.0,1.0,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,0.52,11.2,0.7,4.73,0.0,2.12,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,0.77,14.9,1.5,7.0,0.0,4.53,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,1.03,19.1,2.2,8.59,0.0,6.54,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,1.29,24.3,0.9,10.63,0.0,8.22,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,1.55,29.8,1.9,11.72,0.0,10.06,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,1.81,34.3,1.6,12.56,0.0,11.73,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,2.06,38.2,3.5,13.39,0.0,12.92,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,2.32,42.5,5.6,13.69,0.0,13.76,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,2.58,42.3,3.0,13.73,0.0,14.44,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,2.84,47.3,4.4,13.74,0.0,15.04,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,3.1,49.3,4.0,14.32,0.0,15.37,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,3.35,50.6,3.5,15.08,0.0,15.75,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,3.61,53.0,3.5,15.34,0.0,16.29,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,3.87,54.7,3.3,14.77,0.0,16.37,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,4.13,55.2,3.1,14.16,0.0,16.42,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,4.38,57.5,2.6,13.87,0.0,16.88,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,4.64,59.1,2.4,13.96,0.0,17.22,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,4.9,61.2,1.9,14.01,0.0,17.66,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,5.16,62.7,1.9,14.01,0.0,18.09,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,5.42,64.4,2.9,13.96,0.0,18.73,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,5.67,66.6,3.2,13.99,0.0,19.3,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,5.93,66.3,3.4,13.93,0.0,19.36,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,6.19,66.2,3.2,13.15,0.0,19.43,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3109,6.45,67.3,3.0,12.62,0.0,19.41,1.33,0.07,70.0,5.0,0.194,0.477,,
NGC3198,0.32,24.4,35.9,63.28,0.0,0.0,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,0.64,43.3,16.3,73.66,0.0,0.0,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,0.96,45.5,16.1,78.98,0.0,0.0,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,1.28,58.5,15.4,82.7,0.0,0.35,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,1.61,68.8,7.61,84.22,0.0,0.15,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,1.93,76.9,10.3,83.17,0.0,-0.05,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,2.24,82.0,8.09,87.04,0.0,-0.47,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,2.57,86.9,7.6,88.91,0.0,-0.95,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,2.89,97.6,3.03,88.98,0.0,-1.43,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,3.21,100.0,5.31,93.81,0.0,-1.14,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,3.54,107.0,7.51,101.22,0.0,-0.39,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,3.85,113.0,7.32,108.53,0.0,0.36,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,4.17,117.0,5.21,115.51,0.0,1.52,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,4.5,119.0,5.67,120.51,0.0,3.07,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,4.82,127.0,5.39,125.42,0.0,4.63,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,5.15,132.0,4.34,129.4,0.0,6.02,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,5.46,134.0,2.36,133.15,0.0,7.16,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,5.78,137.0,0.89,136.45,0.0,8.31,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,6.1,140.0,2.84,139.41,0.0,9.46,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,6.43,142.0,0.88,141.85,0.0,10.61,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,6.74,144.0,1.23,142.32,0.0,11.77,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,7.06,146.0,1.57,140.94,0.0,12.87,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,8.04,147.0,3.0,135.68,0.0,16.39,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,9.04,148.0,3.0,130.79,0.0,20.03,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,10.04,152.0,2.0,128.1,0.0,23.68,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,11.04,155.0,2.0,126.67,0.0,27.08,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,12.05,156.0,2.0,124.98,0.0,30.11,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,14.05,157.0,2.0,118.12,0.0,34.48,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,16.07,153.0,2.0,108.22,0.0,36.43,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,18.13,153.0,2.0,101.1,0.0,37.76,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,20.05,154.0,2.0,96.4,0.0,39.83,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,22.12,153.0,2.0,91.56,0.0,40.92,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,24.03,150.0,2.0,87.03,0.0,41.77,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,26.1,149.0,2.0,82.67,0.0,43.71,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,28.16,148.0,2.0,79.06,0.0,45.41,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,30.08,146.0,2.0,76.07,0.0,45.29,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,32.14,147.0,2.0,73.27,0.0,44.56,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,34.06,148.0,2.0,70.91,0.0,44.81,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,36.12,148.0,2.0,68.62,0.0,45.9,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,38.19,149.0,2.0,66.59,0.0,46.75,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,40.1,150.0,2.0,64.84,0.0,47.48,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,42.17,150.0,3.0,63.1,0.0,48.93,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3198,44.08,149.0,3.0,61.63,0.0,47.84,13.8,1.4,73.0,3.0,38.279,10.869,,
NGC3726,3.5,102.0,7.0,138.23,0.0,0.0,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,5.24,125.0,6.1,163.99,0.0,0.0,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,6.98,145.0,4.9,177.95,0.0,8.76,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,8.72,164.0,3.9,182.72,0.0,23.82,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,10.47,162.0,4.8,173.68,0.0,31.14,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,12.19,160.0,4.8,166.41,0.0,37.29,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,13.94,156.0,4.8,159.41,0.0,46.45,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,16.03,146.0,4.85,148.01,0.0,53.13,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,22.3,158.0,4.9,124.21,0.0,48.17,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,27.52,168.0,10.6,109.5,0.0,42.67,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,30.08,169.0,10.6,103.96,0.0,40.52,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3726,32.52,167.0,15.2,99.53,0.0,39.01,18.0,2.5,53.0,2.0,70.234,6.473,,
NGC3741,0.23,13.1,2.19,11.6,0.0,2.45,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,0.47,17.3,2.39,13.88,0.0,4.75,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,0.7,23.6,2.21,13.02,0.0,6.71,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,0.93,26.2,2.21,11.93,0.0,7.8,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,1.17,27.4,2.24,10.78,0.0,8.39,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,1.4,26.9,2.23,9.72,0.0,8.84,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,1.64,27.4,2.21,8.89,0.0,9.23,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,1.87,31.0,2.2,8.25,0.0,9.41,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,2.1,32.5,2.19,7.73,0.0,9.55,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,2.33,33.0,2.19,7.3,0.0,10.05,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,2.57,36.5,2.2,6.92,0.0,10.65,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,2.8,38.9,2.21,6.62,0.0,11.28,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,3.26,41.5,2.21,6.11,0.0,12.0,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,3.73,42.7,2.2,5.7,0.0,12.41,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,4.21,44.7,2.22,5.36,0.0,13.14,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,4.67,46.7,2.24,5.09,0.0,13.55,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,5.14,48.5,2.27,4.84,0.0,13.86,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,5.61,50.0,2.32,4.63,0.0,13.86,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,6.07,50.2,2.4,4.45,0.0,13.76,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,6.54,50.1,2.57,4.29,0.0,13.55,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3741,7.0,51.6,3.24,4.14,0.0,13.34,3.21,0.17,70.0,4.0,0.028,0.182,,
NGC3769,1.74,87.5,9.4,126.23,0.0,11.85,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,3.5,106.0,7.1,136.2,0.0,22.09,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,5.24,116.0,5.3,123.81,0.0,28.99,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,6.98,125.0,5.7,109.91,0.0,34.81,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,8.72,126.0,4.4,98.62,0.0,36.96,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,10.47,123.0,4.4,89.83,0.0,36.75,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,12.31,118.0,4.6,83.14,0.0,34.7,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,14.52,115.0,6.4,76.18,0.0,34.16,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,17.07,122.0,15.2,70.2,0.0,34.92,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,31.82,121.0,10.2,50.64,0.0,33.73,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,34.61,118.0,10.4,48.51,0.0,32.54,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3769,37.16,113.0,10.5,46.75,0.0,31.57,18.0,2.5,70.0,2.0,18.679,5.529,,
NGC3877,0.87,37.8,9.0,101.87,0.0,0.0,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,1.74,80.1,9.0,114.98,0.0,0.0,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,2.61,121.0,8.5,122.0,0.0,0.0,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,3.5,142.0,7.3,132.74,0.0,8.66,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,4.37,153.0,6.2,143.94,0.0,14.44,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,5.24,160.0,5.3,159.88,0.0,18.43,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,6.11,162.0,5.3,181.37,0.0,22.09,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,6.98,167.0,4.5,193.57,0.0,25.11,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,7.85,169.0,5.3,197.84,0.0,26.73,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,8.72,171.0,4.9,200.86,0.0,28.23,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,9.6,171.0,4.9,201.7,0.0,29.63,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,10.47,170.0,5.7,195.05,0.0,30.28,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3877,11.35,169.0,7.0,189.75,0.0,30.28,18.0,2.5,76.0,1.0,72.535,1.483,,
NGC3893,1.74,145.0,6.8,202.16,0.0,17.89,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,3.5,174.0,6.8,210.45,0.0,17.67,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,5.24,194.0,6.4,211.51,0.0,27.48,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,6.98,190.0,5.5,187.95,0.0,42.57,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,8.81,186.0,5.8,172.49,0.0,48.28,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,10.9,188.0,7.0,161.01,0.0,45.48,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,13.12,187.0,8.5,148.11,0.0,43.32,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,15.33,179.0,12.6,134.96,0.0,43.11,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,17.3,176.0,11.7,126.37,0.0,43.21,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3893,19.05,167.0,13.5,119.3,0.0,44.51,18.0,2.5,49.0,2.0,58.525,5.799,,
NGC3917,0.87,24.3,3.9,35.64,0.0,0.0,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,1.74,49.6,3.9,47.54,0.0,0.0,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,2.61,73.6,5.2,60.47,0.0,0.0,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,3.5,101.0,4.4,73.72,0.0,7.38,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,4.37,107.0,3.5,85.03,0.0,13.36,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,5.24,115.0,3.5,96.27,0.0,14.01,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,6.11,123.0,3.9,104.34,0.0,12.18,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,6.98,130.0,3.9,107.5,0.0,18.32,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,7.85,134.0,3.5,109.28,0.0,21.34,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,8.72,136.0,3.9,108.62,0.0,21.77,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,9.6,137.0,4.0,107.75,0.0,27.37,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,10.47,136.0,3.5,106.05,0.0,29.53,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,11.35,137.0,3.5,103.37,0.0,32.11,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,12.19,137.0,3.5,100.58,0.0,32.87,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,13.12,137.0,5.0,96.92,0.0,30.82,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,13.94,138.0,5.0,93.04,0.0,32.01,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3917,14.86,137.0,7.5,88.38,0.0,31.79,18.0,2.5,79.0,2.0,21.966,1.888,,
NGC3949,1.74,123.0,5.5,160.38,0.0,5.18,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3949,2.61,145.0,5.5,184.96,0.0,14.22,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3949,3.5,152.0,6.2,199.67,0.0,24.46,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3949,4.37,157.0,6.6,188.3,0.0,32.44,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3949,5.24,161.0,8.8,178.75,0.0,37.39,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3949,6.11,165.0,11.2,166.45,0.0,41.38,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3949,7.07,169.0,25.5,155.24,0.0,46.55,18.0,2.5,55.0,2.0,38.067,3.371,,
NGC3953,3.5,181.0,7.5,204.12,0.0,0.0,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,5.24,203.0,6.5,218.93,0.0,0.0,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,6.98,216.0,5.6,229.11,0.0,0.0,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,8.72,223.0,6.1,244.28,0.0,9.06,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,10.47,224.0,5.6,247.46,0.0,19.18,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,12.19,223.0,6.1,242.84,0.0,28.88,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,13.94,224.0,6.1,233.58,0.0,35.56,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3953,15.68,215.0,9.7,218.76,0.0,37.5,18.0,2.5,62.0,1.0,141.301,2.832,,
NGC3972,0.87,39.6,4.9,48.19,0.0,0.0,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,1.74,73.0,5.2,61.19,0.0,5.93,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,2.61,89.4,6.6,74.23,0.0,7.31,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,3.5,102.0,5.3,83.56,0.0,13.47,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,4.37,110.0,4.4,88.18,0.0,16.7,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,5.24,116.0,4.4,99.34,0.0,20.91,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,6.11,123.0,4.4,106.44,0.0,24.68,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,6.98,130.0,3.9,102.6,0.0,28.34,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,7.85,134.0,6.1,97.1,0.0,30.6,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3972,8.72,134.0,4.9,92.41,0.0,30.07,18.0,2.5,77.0,1.0,14.353,1.214,,
NGC3992,9.19,248.0,7.0,218.11,0.0,0.0,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,13.79,264.0,6.6,246.64,0.0,6.57,23.7,2.3,56.0,2.0,226.932,16.599,,
NGC3992,18.35,272.0,5.7,243.17,0.0,31.53,23.7,2.3,56.0,2.0,226.932,16.599,,
